,,municipality,commune,pic_1,panoramaid1,pic_2_1,panoramaid2,pic_2_2,panoramaid3,pic_2_3,panoramaid4,pic_2_4,panoramaid5,pic_2_5,pic_2_2_detections,pic_1_detections,pic_2_1_detections,pic_2_3_detections,pic_2_4_detections,pic_2_5_detections
uuid:f46108b0-c45d-4a1d-8e0d-b1256b534d3e,Feb 4,Kilamba Kiaxi,Kilamba Kiaxi,1549287724850.jpg,Left,1549287735711.jpg,Left-front,1549287748620.jpg,Front,1549287757630.jpg,Front-right,1549287765247.jpg,Right,1549287773284.jpg,"[{'name': 'person', 'percentage_probability': 94.14561986923218, 'box_points': [67, 130, 140, 350]}, {'name': 'person', 'percentage_probability': 92.09140539169312, 'box_points': [258, 109, 352, 351]}]",[],"[{'name': 'person', 'percentage_probability': 55.67190647125244, 'box_points': [277, 153, 289, 192]}, {'name': 'person', 'percentage_probability': 83.52823257446289, 'box_points': [218, 159, 246, 239]}, {'name': 'person', 'percentage_probability': 89.83988761901855, 'box_points': [254, 158, 279, 238]}, {'name': 'person', 'percentage_probability': 96.6103196144104, 'box_points': [373, 138, 447, 349]}, {'name': 'person', 'percentage_probability': 95.05754113197327, 'box_points': [500, 129, 569, 349]}]",[],"[{'name': 'person', 'percentage_probability': 94.15104389190674, 'box_points': [558, 149, 597, 272]}]","[{'name': 'person', 'percentage_probability': 50.38753151893616, 'box_points': [417, 99, 453, 182]}, {'name': 'person', 'percentage_probability': 90.95076322555542, 'box_points': [43, 119, 83, 241]}]"
uuid:f4a0493b-7216-4a6e-a3cb-13e4f0c73e24,Feb 6,Viana,Viana Sede,1549458773503.jpg,Left,1549458788685.jpg,Left-front,1549458799044.jpg,Front,1549458806722.jpg,Front-right,1549458815051.jpg,Right,1549458824327.jpg,"[{'name': 'person', 'percentage_probability': 67.61958599090576, 'box_points': [378, 143, 449, 300]}, {'name': 'person', 'percentage_probability': 96.92673683166504, 'box_points': [495, 110, 548, 304]}, {'name': 'person', 'percentage_probability': 64.6255373954773, 'box_points': [341, 133, 444, 332]}]",[],[],"[{'name': 'person', 'percentage_probability': 78.90948057174683, 'box_points': [6, 117, 58, 322]}]","[{'name': 'person', 'percentage_probability': 81.35771751403809, 'box_points': [109, 230, 162, 335]}, {'name': 'person', 'percentage_probability': 56.130099296569824, 'box_points': [206, 222, 270, 315]}, {'name': 'person', 'percentage_probability': 93.2446837425232, 'box_points': [229, 202, 278, 322]}, {'name': 'person', 'percentage_probability': 81.51191473007202, 'box_points': [40, 242, 103, 341]}, {'name': 'skateboard', 'percentage_probability': 72.20319509506226, 'box_points': [186, 251, 252, 314]}]",[]
uuid:f50404dc-3e30-4b08-bca8-d5b4e1a15286,Jan 29,Cacuaco,Cacuaco,1548754261441.jpg,Left,1548754280792.jpg,Left-front,1548754290627.jpg,Front,1548754300510.jpg,Front-right,1548754311066.jpg,Right,1548754323244.jpg,"[{'name': 'truck', 'percentage_probability': 87.80006170272827, 'box_points': [0, 48, 228, 163]}]",[],"[{'name': 'truck', 'percentage_probability': 75.15527009963989, 'box_points': [361, 73, 628, 197]}]",[],[],[]
uuid:f52948fd-fdad-4638-9a65-9a901e0c8b55,Jan 25,Cacuaco,Cacuaco,1548421841649.jpg,Left,1548421862788.jpg,Left-front,1548421872786.jpg,Front,1548421886455.jpg,Front-right,1548421898668.jpg,Right,1548421911545.jpg,[],[],[],[],[],[]
uuid:f53e128f-1f6e-45cd-8e5a-6cdab79658dd,Feb 15,Viana,Viana Sede,1550221176831.jpg,Left,1550221193016.jpg,Left-front,1550221221965.jpg,Front,1550221235538.jpg,Front-right,1550221253892.jpg,Right,1550221269939.jpg,"[{'name': 'person', 'percentage_probability': 63.73443007469177, 'box_points': [66, 171, 84, 215]}, {'name': 'person', 'percentage_probability': 66.49876832962036, 'box_points': [135, 154, 152, 214]}, {'name': 'person', 'percentage_probability': 79.22816872596741, 'box_points': [100, 169, 119, 220]}, {'name': 'person', 'percentage_probability': 51.14564895629883, 'box_points': [148, 156, 167, 218]}, {'name': 'person', 'percentage_probability': 71.30029201507568, 'box_points': [486, 166, 517, 227]}, {'name': 'car', 'percentage_probability': 94.77764368057251, 'box_points': [0, 181, 70, 250]}, {'name': 'person', 'percentage_probability': 93.03929805755615, 'box_points': [431, 172, 489, 258]}, {'name': 'motorcycle', 'percentage_probability': 98.09613227844238, 'box_points': [396, 204, 520, 271]}]",[],"[{'name': 'car', 'percentage_probability': 55.71639537811279, 'box_points': [271, 121, 284, 135]}, {'name': 'car', 'percentage_probability': 65.19012451171875, 'box_points': [249, 121, 266, 136]}, {'name': 'person', 'percentage_probability': 80.17852306365967, 'box_points': [417, 117, 426, 148]}, {'name': 'person', 'percentage_probability': 54.71913814544678, 'box_points': [611, 120, 630, 173]}, {'name': 'person', 'percentage_probability': 83.5908055305481, 'box_points': [585, 130, 603, 182]}, {'name': 'person', 'percentage_probability': 99.66796636581421, 'box_points': [377, 124, 420, 229]}]",[],[],"[{'name': 'person', 'percentage_probability': 75.98181962966919, 'box_points': [313, 114, 327, 147]}, {'name': 'person', 'percentage_probability': 51.84354782104492, 'box_points': [360, 113, 369, 134]}, {'name': 'motorcycle', 'percentage_probability': 59.905827045440674, 'box_points': [313, 128, 328, 150]}]"
uuid:f545836b-61e8-4869-9c2f-6cc671c84e7c,Feb 8,Viana,Viana Sede,1549622367471.jpg,Left,1549622382695.jpg,Left-front,1549622395226.jpg,Front,1549622408264.jpg,Front-right,1549622419155.jpg,Right,1549622426702.jpg,"[{'name': 'potted plant', 'percentage_probability': 56.91366195678711, 'box_points': [55, 198, 77, 226]}, {'name': 'bench', 'percentage_probability': 54.21159267425537, 'box_points': [360, 202, 475, 275]}]",[],"[{'name': 'person', 'percentage_probability': 72.41835594177246, 'box_points': [517, 164, 527, 188]}]","[{'name': 'chair', 'percentage_probability': 83.07926654815674, 'box_points': [292, 204, 398, 361]}, {'name': 'chair', 'percentage_probability': 73.0661153793335, 'box_points': [477, 229, 597, 355]}]","[{'name': 'person', 'percentage_probability': 95.96300721168518, 'box_points': [429, 225, 507, 357]}, {'name': 'person', 'percentage_probability': 71.54713869094849, 'box_points': [115, 96, 225, 338]}, {'name': 'person', 'percentage_probability': 69.54668164253235, 'box_points': [291, 86, 384, 333]}, {'name': 'person', 'percentage_probability': 82.31596946716309, 'box_points': [169, 188, 334, 352]}]","[{'name': 'person', 'percentage_probability': 89.80629444122314, 'box_points': [385, 118, 427, 187]}, {'name': 'motorcycle', 'percentage_probability': 62.67709136009216, 'box_points': [395, 140, 424, 189]}]"
uuid:f54a6063-308e-431e-a902-84dc69268894,Jan 30,Cacuaco,Cacuaco,1548844439509.jpg,Left,1548844455817.jpg,Left-front,1548844473141.jpg,Front,1548844489218.jpg,Front-right,1548844500414.jpg,Right,1548844513824.jpg,"[{'name': 'car', 'percentage_probability': 73.46062660217285, 'box_points': [521, 130, 542, 148]}]",[],[],"[{'name': 'car', 'percentage_probability': 70.130455493927, 'box_points': [158, 163, 178, 180]}, {'name': 'car', 'percentage_probability': 50.46243667602539, 'box_points': [45, 171, 95, 190]}]",[],[]
uuid:f5fe4804-9e8a-479b-8b72-78e0465142ff,Feb 21,Cacuaco,Cacuaco,1550757538942.jpg,Left,1550757555705.jpg,Left-front,1550757563759.jpg,Front,1550757570698.jpg,Front-right,1550757577583.jpg,Right,1550757595157.jpg,"[{'name': 'dog', 'percentage_probability': 95.34656405448914, 'box_points': [164, 155, 216, 192]}]",[],"[{'name': 'person', 'percentage_probability': 77.06446051597595, 'box_points': [284, 76, 297, 119]}]",[],[],"[{'name': 'person', 'percentage_probability': 88.51338028907776, 'box_points': [277, 84, 301, 142]}, {'name': 'person', 'percentage_probability': 62.6725435256958, 'box_points': [258, 86, 277, 145]}, {'name': 'person', 'percentage_probability': 65.29592275619507, 'box_points': [447, 105, 491, 161]}, {'name': 'person', 'percentage_probability': 65.47422409057617, 'box_points': [467, 97, 503, 149]}, {'name': 'umbrella', 'percentage_probability': 62.34511137008667, 'box_points': [373, 52, 497, 128]}, {'name': 'person', 'percentage_probability': 50.44667720794678, 'box_points': [432, 108, 485, 183]}, {'name': 'person', 'percentage_probability': 99.54190254211426, 'box_points': [359, 158, 494, 353]}]"
uuid:f61dafb1-3176-490d-b1d0-4edfed2370ca,Feb 5,Viana,Viana Sede,1549357270835.jpg,Left,1549357324535.jpg,Left-front,1549357339026.jpg,Front,1549357357567.jpg,Front-right,1549357384874.jpg,Right,1549357398733.jpg,[],"[{'name': 'bowl', 'percentage_probability': 64.36135768890381, 'box_points': [34, 509, 112, 560]}, {'name': 'person', 'percentage_probability': 80.55311441421509, 'box_points': [424, 496, 478, 607]}, {'name': 'person', 'percentage_probability': 94.60463523864746, 'box_points': [80, 446, 207, 595]}]",[],[],[],[]
uuid:f62f7e09-50e2-406e-96cb-4fdd6eaa01d8,Feb 11,Viana,Viana Sede,1549872156089.jpg,Left,1549872166824.jpg,Left-front,1549872179014.jpg,Front,1549872191280.jpg,Front-right,1549872206624.jpg,Right,1549872216184.jpg,"[{'name': 'car', 'percentage_probability': 61.31555438041687, 'box_points': [0, 214, 34, 227]}, {'name': 'car', 'percentage_probability': 62.45158314704895, 'box_points': [9, 217, 39, 228]}, {'name': 'person', 'percentage_probability': 90.47648906707764, 'box_points': [47, 218, 73, 289]}]","[{'name': 'car', 'percentage_probability': 73.15090298652649, 'box_points': [0, 196, 70, 391]}]","[{'name': 'car', 'percentage_probability': 64.00942206382751, 'box_points': [348, 190, 364, 204]}, {'name': 'car', 'percentage_probability': 97.91993498802185, 'box_points': [197, 193, 290, 228]}]","[{'name': 'bench', 'percentage_probability': 95.03416419029236, 'box_points': [446, 239, 496, 279]}]","[{'name': 'car', 'percentage_probability': 83.64450931549072, 'box_points': [530, 221, 569, 235]}]",[]
uuid:f643f19a-b840-4e62-a190-4e78dc67d6dc,Feb 1,Kilamba Kiaxi,Kilamba Kiaxi,1549015308871.jpg,Left,1549015318973.jpg,Left-front,1549015327733.jpg,Front,1549015335447.jpg,Front-right,1549015343443.jpg,Right,1549015363083.jpg,[],[],"[{'name': 'umbrella', 'percentage_probability': 84.94834303855896, 'box_points': [317, 109, 346, 132]}, {'name': 'person', 'percentage_probability': 91.12420678138733, 'box_points': [241, 112, 254, 144]}, {'name': 'person', 'percentage_probability': 69.44437026977539, 'box_points': [218, 115, 229, 149]}, {'name': 'person', 'percentage_probability': 85.04071235656738, 'box_points': [229, 113, 243, 150]}, {'name': 'person', 'percentage_probability': 58.329641819000244, 'box_points': [324, 129, 337, 163]}, {'name': 'person', 'percentage_probability': 99.4061827659607, 'box_points': [506, 101, 540, 196]}, {'name': 'person', 'percentage_probability': 99.15471076965332, 'box_points': [373, 128, 411, 244]}]",[],"[{'name': 'person', 'percentage_probability': 51.7197847366333, 'box_points': [413, 140, 426, 175]}, {'name': 'person', 'percentage_probability': 96.03210687637329, 'box_points': [480, 158, 510, 207]}]","[{'name': 'person', 'percentage_probability': 54.433274269104004, 'box_points': [309, 171, 317, 197]}, {'name': 'person', 'percentage_probability': 67.06198453903198, 'box_points': [285, 173, 296, 202]}, {'name': 'person', 'percentage_probability': 59.40471291542053, 'box_points': [296, 173, 308, 207]}, {'name': 'person', 'percentage_probability': 66.75297021865845, 'box_points': [49, 181, 73, 243]}, {'name': 'person', 'percentage_probability': 82.23683834075928, 'box_points': [75, 186, 97, 250]}]"
uuid:f64df370-fe0e-442a-aff0-e38a13c551db,Feb 11,Viana,Viana Sede,1549878690678.jpg,Left,1549878713730.jpg,Left-front,1549878730261.jpg,Front,1549878745258.jpg,Front-right,1549878786795.jpg,Right,1549878809475.jpg,"[{'name': 'person', 'percentage_probability': 67.3818290233612, 'box_points': [127, 0, 142, 33]}, {'name': 'person', 'percentage_probability': 78.31286787986755, 'box_points': [97, 165, 123, 240]}, {'name': 'person', 'percentage_probability': 69.48584318161011, 'box_points': [81, 187, 101, 243]}, {'name': 'person', 'percentage_probability': 98.98672103881836, 'box_points': [327, 160, 359, 270]}]",[],"[{'name': 'person', 'percentage_probability': 54.509228467941284, 'box_points': [270, 162, 282, 191]}, {'name': 'person', 'percentage_probability': 57.023221254348755, 'box_points': [306, 163, 313, 188]}]",[],[],"[{'name': 'person', 'percentage_probability': 63.79826068878174, 'box_points': [200, 146, 211, 177]}, {'name': 'person', 'percentage_probability': 99.35518503189087, 'box_points': [6, 273, 101, 362]}, {'name': 'person', 'percentage_probability': 95.73689699172974, 'box_points': [325, 155, 401, 349]}]"
uuid:f67792fa-3236-46b4-8f89-9ecf5abe689a,Feb 25,Cacuaco,Cacuaco,1551088576842.jpg,Left,1551088596925.jpg,Left-front,1551088605912.jpg,Front,1551088612905.jpg,Front-right,1551088623017.jpg,Right,1551088633392.jpg,[],"[{'name': 'person', 'percentage_probability': 58.81946682929993, 'box_points': [157, 277, 173, 325]}]",[],[],[],"[{'name': 'person', 'percentage_probability': 78.43221426010132, 'box_points': [285, 184, 295, 215]}]"
uuid:f6c65c01-0434-475e-b70b-0bcef3f23365,Jan 25,Cacuaco,Funda,1548437075004.jpg,Left,1548437090474.jpg,Left-front,1548437102621.jpg,Front,1548437121085.jpg,Front-right,1548437129442.jpg,Right,1548437156809.jpg,"[{'name': 'person', 'percentage_probability': 75.00665187835693, 'box_points': [168, 101, 184, 148]}, {'name': 'car', 'percentage_probability': 84.34420228004456, 'box_points': [0, 108, 74, 146]}, {'name': 'person', 'percentage_probability': 99.01714324951172, 'box_points': [93, 88, 159, 283]}, {'name': 'truck', 'percentage_probability': 99.06944632530212, 'box_points': [211, 109, 647, 466]}]","[{'name': 'person', 'percentage_probability': 83.54459404945374, 'box_points': [429, 312, 475, 432]}]","[{'name': 'person', 'percentage_probability': 60.1675808429718, 'box_points': [2, 85, 65, 179]}, {'name': 'car', 'percentage_probability': 91.7891263961792, 'box_points': [145, 114, 252, 150]}, {'name': 'person', 'percentage_probability': 75.34799575805664, 'box_points': [99, 122, 136, 254]}, {'name': 'potted plant', 'percentage_probability': 68.09088587760925, 'box_points': [25, 193, 79, 265]}, {'name': 'person', 'percentage_probability': 51.680946350097656, 'box_points': [54, 91, 112, 267]}, {'name': 'person', 'percentage_probability': 83.30981731414795, 'box_points': [73, 104, 133, 262]}, {'name': 'truck', 'percentage_probability': 73.1045663356781, 'box_points': [373, 112, 642, 422]}, {'name': 'car', 'percentage_probability': 61.53350472450256, 'box_points': [379, 111, 639, 394]}]","[{'name': 'car', 'percentage_probability': 79.04621362686157, 'box_points': [139, 82, 324, 194]}, {'name': 'truck', 'percentage_probability': 81.95784091949463, 'box_points': [4, 90, 435, 456]}]","[{'name': 'truck', 'percentage_probability': 73.92193078994751, 'box_points': [558, 41, 635, 170]}]","[{'name': 'person', 'percentage_probability': 67.83702373504639, 'box_points': [536, 126, 548, 160]}, {'name': 'truck', 'percentage_probability': 63.35342526435852, 'box_points': [0, 98, 51, 159]}, {'name': 'car', 'percentage_probability': 95.40489912033081, 'box_points': [275, 119, 344, 152]}, {'name': 'car', 'percentage_probability': 79.04373407363892, 'box_points': [354, 117, 418, 151]}, {'name': 'car', 'percentage_probability': 60.532307624816895, 'box_points': [0, 98, 49, 158]}, {'name': 'truck', 'percentage_probability': 80.93661665916443, 'box_points': [96, 66, 266, 155]}, {'name': 'car', 'percentage_probability': 74.74616765975952, 'box_points': [555, 123, 636, 236]}]"
uuid:f725a6cc-e125-43e3-9c2b-466af2ce589d,Jan 29,Cacuaco,Kikolo,1548835662097.jpg,Left,1548835684899.jpg,Left-front,1548835697534.jpg,Front,1548835708989.jpg,Front-right,1548835721575.jpg,Right,1548835734915.jpg,[],[],"[{'name': 'person', 'percentage_probability': 93.64861249923706, 'box_points': [322, 115, 341, 184]}, {'name': 'person', 'percentage_probability': 63.97298574447632, 'box_points': [134, 171, 169, 247]}, {'name': 'chair', 'percentage_probability': 52.556806802749634, 'box_points': [125, 238, 179, 375]}]",[],[],[]
uuid:f7499012-de2c-4e0f-87c4-19d3776ba8da,Feb 5,Viana,Viana Sede,1549364679288.jpg,Left,1549364691691.jpg,Left-front,1549364704097.jpg,Front,1549364719633.jpg,Front-right,1549364732399.jpg,Right,1549364745238.jpg,[],[],"[{'name': 'person', 'percentage_probability': 53.81190776824951, 'box_points': [501, 162, 517, 209]}]","[{'name': 'person', 'percentage_probability': 99.26154017448425, 'box_points': [399, 183, 472, 276]}]",[],"[{'name': 'umbrella', 'percentage_probability': 64.60984945297241, 'box_points': [261, 172, 408, 250]}, {'name': 'car', 'percentage_probability': 60.894882678985596, 'box_points': [350, 203, 458, 298]}]"
uuid:f7acdfa9-1809-4c90-87f6-b44d0df1a5f1,Feb 23,Maianga,Prenda,1550936910148.jpg,Left,1550936926121.jpg,Left-front,1550936936637.jpg,Front,1550936949115.jpg,Front-right,1550936962094.jpg,Right,1550937032393.jpg,"[{'name': 'person', 'percentage_probability': 63.78542184829712, 'box_points': [429, 121, 445, 172]}, {'name': 'person', 'percentage_probability': 57.353609800338745, 'box_points': [297, 145, 310, 187]}, {'name': 'person', 'percentage_probability': 69.93964910507202, 'box_points': [317, 118, 337, 189]}, {'name': 'person', 'percentage_probability': 93.88712644577026, 'box_points': [383, 130, 420, 228]}, {'name': 'person', 'percentage_probability': 65.45501947402954, 'box_points': [133, 120, 181, 258]}]",[],"[{'name': 'person', 'percentage_probability': 80.24061918258667, 'box_points': [294, 211, 345, 298]}, {'name': 'person', 'percentage_probability': 94.95797157287598, 'box_points': [111, 153, 160, 308]}, {'name': 'bench', 'percentage_probability': 53.665393590927124, 'box_points': [165, 283, 367, 425]}, {'name': 'bench', 'percentage_probability': 69.27202343940735, 'box_points': [428, 311, 640, 421]}]","[{'name': 'person', 'percentage_probability': 73.43084812164307, 'box_points': [478, 133, 499, 183]}, {'name': 'person', 'percentage_probability': 62.68428564071655, 'box_points': [465, 135, 480, 182]}, {'name': 'person', 'percentage_probability': 89.2745852470398, 'box_points': [184, 116, 215, 177]}, {'name': 'car', 'percentage_probability': 65.33806324005127, 'box_points': [512, 155, 634, 188]}]","[{'name': 'car', 'percentage_probability': 60.94590425491333, 'box_points': [4, 169, 47, 190]}, {'name': 'truck', 'percentage_probability': 57.52655267715454, 'box_points': [68, 168, 111, 193]}, {'name': 'person', 'percentage_probability': 75.07559657096863, 'box_points': [156, 163, 173, 209]}, {'name': 'person', 'percentage_probability': 69.53767538070679, 'box_points': [191, 169, 206, 209]}, {'name': 'person', 'percentage_probability': 85.24106740951538, 'box_points': [107, 151, 130, 211]}]",[]
uuid:f7e8d9a1-3319-4f29-89b4-702b92a8476a,Feb 15,Samba,Benfica,1550246351034.jpg,Left,1550246361826.jpg,Left-front,1550246375301.jpg,Front,1550246384883.jpg,Front-right,1550246394785.jpg,Right,1550246407630.jpg,[],[],[],[],[],[]
